,name,studio,series,combo,link
0,Darkhawk,Marvel,Zombies,(Marvel)(Zombies),Darkhawk (Marvel)(Zombies)
0,Darkling,Marvel,,(Marvel),Darkling (Marvel)
0,Darklord,Marvel,,(Marvel),Darklord (Marvel)
0,Darko,Marvel,Adventures,(Marvel)(Adventures),Darko (Marvel)(Adventures)
0,Darkstar,Marvel,01 - Laynia Petrovna,(Marvel)(01 - Laynia Petrovna),Darkstar (Marvel)(01 - Laynia Petrovna)
0,Darkstar,Marvel,02 - Sasha Roerich,(Marvel)(02 - Sasha Roerich),Darkstar (Marvel)(02 - Sasha Roerich)
0,Darkstar,Marvel,03 - Reena Stanicoff,(Marvel)(03 - Reena Stanicoff),Darkstar (Marvel)(03 - Reena Stanicoff)
0,Darkstar,Marvel,Animated,(Marvel)(Animated),Darkstar (Marvel)(Animated)
0,Darkstar,Marvel,House of M,(Marvel)(House of M),Darkstar (Marvel)(House of M)
0,Darla,Marvel,,(Marvel),Darla (Marvel)
0,Darla,Marvel,X-Men,(Marvel)(X-Men),Darla (Marvel)(X-Men)
0,Darnell,Marvel,First Strike,(Marvel)(First Strike),Darnell (Marvel)(First Strike)
0,Sharada Darthri,Marvel,,(Marvel),Sharada Darthri (Marvel)
0,Darwin,Marvel,01 - Armando Munoz,(Marvel)(01 - Armando Munoz),Darwin (Marvel)(01 - Armando Munoz)
0,Dash,Marvel,,(Marvel),Dash (Marvel)
0,Dash,Marvel,2099,(Marvel)(2099),Dash (Marvel)(2099)
0,Dave,Marvel,01 - NYPD,(Marvel)(01 - NYPD),Dave (Marvel)(01 - NYPD)
0,Dave,Marvel,02 - camera man,(Marvel)(02 - camera man),Dave (Marvel)(02 - camera man)
0,Dave,Marvel,03,(Marvel)(03),Dave (Marvel)(03)
0,Dave,Marvel,04 - Coffee Shop Guy,(Marvel)(04 - Coffee Shop Guy),Dave (Marvel)(04 - Coffee Shop Guy)
0,Dave,Marvel,Movies,(Marvel)(Movies),Dave (Marvel)(Movies)
0,Albert Davis,Marvel,,(Marvel),Albert Davis (Marvel)
0,Jefferson Davis,Marvel,,(Marvel),Jefferson Davis (Marvel)
0,Davis,Marvel,,(Marvel),Davis (Marvel)
0,Dawn,Marvel,,(Marvel),Dawn (Marvel)
0,Dawnsilk,Marvel,Earth-4935,(Marvel)(Earth-4935),Dawnsilk (Marvel)(Earth-4935)
0,Daya,Marvel,,(Marvel),Daya (Marvel)
0,Daydream,Marvel,,(Marvel),Daydream (Marvel)
0,Tyler Dayspring,Marvel,Animated,(Marvel)(Animated),Tyler Dayspring (Marvel)(Animated)
0,Daystar,Marvel,,(Marvel),Daystar (Marvel)
0,Daytripper,Marvel,,(Marvel),Daytripper (Marvel)
0,Daz,Marvel,,(Marvel),Daz (Marvel)
0,Daze,Marvel,2099,(Marvel)(2099),Daze (Marvel)(2099)
0,Daze,Marvel,MC2,(Marvel)(MC2),Daze (Marvel)(MC2)
0,Dazzler,Marvel,01 - Burt Worthington,(Marvel)(01 - Burt Worthington),Dazzler (Marvel)(01 - Burt Worthington)
0,Dazzler,Marvel,02 - Alison Blaire,(Marvel)(02 - Alison Blaire),Dazzler (Marvel)(02 - Alison Blaire)
0,Dazzler,Marvel,03 - Kimberly Schau,(Marvel)(03 - Kimberly Schau),Dazzler (Marvel)(03 - Kimberly Schau)
0,Dazzler,Marvel,A-Force,(Marvel)(A-Force),Dazzler (Marvel)(A-Force)
0,Dazzler,Marvel,Age of Apocalypse,(Marvel)(Age of Apocalypse),Dazzler (Marvel)(Age of Apocalypse)
0,Dazzler,Marvel,Age of X,(Marvel)(Age of X),Dazzler (Marvel)(Age of X)
0,Dazzler,Marvel,Animated,(Marvel)(Animated),Dazzler (Marvel)(Animated)
0,Dazzler,Marvel,Apes,(Marvel)(Apes),Dazzler (Marvel)(Apes)
0,Dazzler,Marvel,Battle of the Atom,(Marvel)(Battle of the Atom),Dazzler (Marvel)(Battle of the Atom)
0,Dazzler,Marvel,Last Gun on Earth,(Marvel)(Last Gun on Earth),Dazzler (Marvel)(Last Gun on Earth)
0,Dazzler,Marvel,Thors,(Marvel)(Thors),Dazzler (Marvel)(Thors)
0,Dazzler,Marvel,Ultimate,(Marvel)(Ultimate),Dazzler (Marvel)(Ultimate)
0,Dazzler,Marvel,What If,(Marvel)(What If),Dazzler (Marvel)(What If)
0,Dazzler,Marvel,X-Babies,(Marvel)(X-Babies),Dazzler (Marvel)(X-Babies)
0,Dazzler,Marvel,Zombies,(Marvel)(Zombies),Dazzler (Marvel)(Zombies)
0,Allegra de la Fontaine,Marvel,,(Marvel),Allegra de la Fontaine (Marvel)
0,Allegra de la Fontaine,Marvel,Earth X,(Marvel)(Earth X),Allegra de la Fontaine (Marvel)(Earth X)
0,Allegra de la Fontaine,Marvel,Heroes Reborn,(Marvel)(Heroes Reborn),Allegra de la Fontaine (Marvel)(Heroes Reborn)
0,Allegra de la Fontaine,Marvel,Mutant X,(Marvel)(Mutant X),Allegra de la Fontaine (Marvel)(Mutant X)
0,Allegra de la Fontaine,Marvel,Skrull Infiltrator,(Marvel)(Skrull Infiltrator),Allegra de la Fontaine (Marvel)(Skrull Infiltrator)
0,Contessa Valentina Allegra de la Fontaine,Marvel,Ultimate,(Marvel)(Ultimate),Contessa Valentina Allegra de la Fontaine (Marvel)(Ultimate)
0,Jeanne De Wolfe,Marvel,Ultimate,(Marvel)(Ultimate),Jeanne De Wolfe (Marvel)(Ultimate)
0,Deacon,Marvel,01 - Captain America villain,(Marvel)(01 - Captain America villain),Deacon (Marvel)(01 - Captain America villain)
0,Deacon,Marvel,02 - Ghost Rider villain,(Marvel)(02 - Ghost Rider villain),Deacon (Marvel)(02 - Ghost Rider villain)
0,Deacon,Marvel,MC2,(Marvel)(MC2),Deacon (Marvel)(MC2)
0,Deacon Delcario,Marvel,,(Marvel),Deacon Delcario (Marvel)
0,Dead Girl,Marvel,,(Marvel),Dead Girl (Marvel)
0,Dead Girl,Marvel,Animated,(Marvel)(Animated),Dead Girl (Marvel)(Animated)
0,Dead Hand,Marvel,,(Marvel),Dead Hand (Marvel)
0,Dead Man Wade,Marvel,Age Of Apocalypse,(Marvel)(Age Of Apocalypse),Dead Man Wade (Marvel)(Age Of Apocalypse)
0,Deadbolt,Marvel,,(Marvel),Deadbolt (Marvel)
0,Deadeye,Marvel,,(Marvel),Deadeye (Marvel)
0,Deadeye,Marvel,Age of Apocalypse,(Marvel)(Age of Apocalypse),Deadeye (Marvel)(Age of Apocalypse)
0,Deadeye,Marvel,Earth-Doom,(Marvel)(Earth-Doom),Deadeye (Marvel)(Earth-Doom)
0,Deadeye Dick,Marvel,,(Marvel),Deadeye Dick (Marvel)
0,Deadly Nightshade,Marvel,,(Marvel),Deadly Nightshade (Marvel)
0,Deadpool,Marvel,,(Marvel),Deadpool (Marvel)
0,Deadpool,Marvel,2099,(Marvel)(2099),Deadpool (Marvel)(2099)
0,Deadpool,Marvel,2099,(Marvel)(2099),Deadpool (Marvel)(2099)
0,Deadpool,Marvel,Animated,(Marvel)(Animated),Deadpool (Marvel)(Animated)
0,Deadpool,Marvel,Battle of the Atom,(Marvel)(Battle of the Atom),Deadpool (Marvel)(Battle of the Atom)
0,Deadpool,Marvel,Battleworld,(Marvel)(Battleworld),Deadpool (Marvel)(Battleworld)
0,Deadpool,Marvel,Civil War,(Marvel)(Civil War),Deadpool (Marvel)(Civil War)
0,Deadpool,Marvel,Days of Future Now,(Marvel)(Days of Future Now),Deadpool (Marvel)(Days of Future Now)
0,Deadpool,Marvel,Deadpool MAX,(Marvel)(Deadpool MAX),Deadpool (Marvel)(Deadpool MAX)
0,Deadpool,Marvel,Deadpool Pulp,(Marvel)(Deadpool Pulp),Deadpool (Marvel)(Deadpool Pulp)
0,Deadpool,Marvel,Earth X,(Marvel)(Earth X),Deadpool (Marvel)(Earth X)
0,Deadpool,Marvel,Earth-12101,(Marvel)(Earth-12101),Deadpool (Marvel)(Earth-12101)
0,Deadpool,Marvel,Earth-12610,(Marvel)(Earth-12610),Deadpool (Marvel)(Earth-12610)
0,Deadpool,Marvel,Earth-5021,(Marvel)(Earth-5021),Deadpool (Marvel)(Earth-5021)
0,Deadpool,Marvel,Heroes Reborn,(Marvel)(Heroes Reborn),Deadpool (Marvel)(Heroes Reborn)
0,Deadpool,Marvel,Last Gun on Earth,(Marvel)(Last Gun on Earth),Deadpool (Marvel)(Last Gun on Earth)
0,Deadpool,Marvel,Mini Marvels,(Marvel)(Mini Marvels),Deadpool (Marvel)(Mini Marvels)
0,Deadpool,Marvel,Omega World,(Marvel)(Omega World),Deadpool (Marvel)(Omega World)
0,Deadpool,Marvel,Ultimate,(Marvel)(Ultimate),Deadpool (Marvel)(Ultimate)
0,Deadpool,Marvel,Venomverse,(Marvel)(Venomverse),Deadpool (Marvel)(Venomverse)
0,Deadpool,Marvel,X-Babies,(Marvel)(X-Babies),Deadpool (Marvel)(X-Babies)
0,Deadpool,Marvel,Zombies,(Marvel)(Zombies),Deadpool (Marvel)(Zombies)
0,Deadpool Dinosaur,Marvel,Deadpool Kills,(Marvel)(Deadpool Kills),Deadpool Dinosaur (Marvel)(Deadpool Kills)
0,Deadpool Kid,Marvel,Earth-1108,(Marvel)(Earth-1108),Deadpool Kid (Marvel)(Earth-1108)
0,Deadpool the Duck,Marvel,Deadpool Kills,(Marvel)(Deadpool Kills),Deadpool the Duck (Marvel)(Deadpool Kills)
0,Deadspot,Marvel,MC2,(Marvel)(MC2),Deadspot (Marvel)(MC2)
0,Dealer,Marvel,2099,(Marvel)(2099),Dealer (Marvel)(2099)
0,Betty Dean,Marvel,,(Marvel),Betty Dean (Marvel)
0,Dave Dean,Marvel,,(Marvel),Dave Dean (Marvel)
0,Frank Dean,Marvel,,(Marvel),Frank Dean (Marvel)
0,Karolina Dean,Marvel,,(Marvel),Karolina Dean (Marvel)
0,Laura Dean,Marvel,,(Marvel),Laura Dean (Marvel)
0,Leslie Dean,Marvel,,(Marvel),Leslie Dean (Marvel)
0,Karolina Dean,Marvel,Zombies,(Marvel)(Zombies),Karolina Dean (Marvel)(Zombies)
0,Death,Marvel,01 - Personification of,(Marvel)(01 - Personification of),Death (Marvel)(01 - Personification of)
0,Death,Marvel,02 - Axi-Tun,(Marvel)(02 - Axi-Tun),Death (Marvel)(02 - Axi-Tun)
0,Death,Marvel,03 - Warren Worthington,(Marvel)(03 - Warren Worthington),Death (Marvel)(03 - Warren Worthington)
0,Death,Marvel,04 - Caliban,(Marvel)(04 - Caliban),Death (Marvel)(04 - Caliban)
0,Death,Marvel,05 - James Howlett,(Marvel)(05 - James Howlett),Death (Marvel)(05 - James Howlett)
0,Death,Marvel,06 - Remy Lebeau,(Marvel)(06 - Remy Lebeau),Death (Marvel)(06 - Remy Lebeau)
0,Death,Marvel,07 - Sanjar Javeed,(Marvel)(07 - Sanjar Javeed),Death (Marvel)(07 - Sanjar Javeed)
0,Death,Marvel,Age Of Apocalypse,(Marvel)(Age Of Apocalypse),Death (Marvel)(Age Of Apocalypse)
0,Death,Marvel,Earth-32000,(Marvel)(Earth-32000),Death (Marvel)(Earth-32000)
0,Death,Marvel,Earth-5701,(Marvel)(Earth-5701),Death (Marvel)(Earth-5701)
0,Death,Marvel,Mini Marvels,(Marvel)(Mini Marvels),Death (Marvel)(Mini Marvels)
0,Death,Marvel,Mutant X,(Marvel)(Mutant X),Death (Marvel)(Mutant X)
0,Death Adder,Marvel,01 - Roland Burroughs,(Marvel)(01 - Roland Burroughs),Death Adder (Marvel)(01 - Roland Burroughs)
0,Death Adder,Marvel,02 - Theodore Scott,(Marvel)(02 - Theodore Scott),Death Adder (Marvel)(02 - Theodore Scott)
0,Death Adder,Marvel,Ultimate,(Marvel)(Ultimate),Death Adder (Marvel)(Ultimate)
0,Death Merchant,Marvel,,(Marvel),Death Merchant (Marvel)
0,Death Ninja,Marvel,,(Marvel),Death Ninja (Marvel)
0,Dealer,Marvel,,(Marvel),Dealer (Marvel)
0,Stalker,Marvel,01 - Phillip Sterling,(Marvel)(01 - Phillip Sterling),Stalker (Marvel)(01 - Phillip Sterling)
0,Stalker,Marvel,02 - Unknown,(Marvel)(02 - Unknown),Stalker (Marvel)(02 - Unknown)
0,s Head,Marvel,02 - Bounty Hunter,(Marvel)(02 - Bounty Hunter),s Head (Marvel)(02 - Bounty Hunter)
0,s Head,Marvel,03 - Minion,(Marvel)(03 - Minion),s Head (Marvel)(03 - Minion)
0,s Head,Marvel,,(Marvel),s Head (Marvel)
0,s Head,Marvel,Adventures,(Marvel)(Adventures),s Head (Marvel)(Adventures)
0,s Head,Marvel,Animated,(Marvel)(Animated),s Head (Marvel)(Animated)
0,Head,Marvel,01- Paxton Page,(Marvel)(01- Paxton Page),Head (Marvel)(01- Paxton Page)
0,Deathbird,Marvel,01 - Cal'syee Neramani,(Marvel)(01 - Cal'syee Neramani),Deathbird (Marvel)(01 - Cal'syee Neramani)
0,Deathbird,Marvel,02 - Unknown,(Marvel)(02 - Unknown),Deathbird (Marvel)(02 - Unknown)
0,Deathbird,Marvel,Age of Apocalypse,(Marvel)(Age of Apocalypse),Deathbird (Marvel)(Age of Apocalypse)
0,Deathbird,Marvel,Earth-26292,(Marvel)(Earth-26292),Deathbird (Marvel)(Earth-26292)
0,Deathbird,Marvel,Mutant X,(Marvel)(Mutant X),Deathbird (Marvel)(Mutant X)
0,Deathbird,Marvel,Venomverse,(Marvel)(Venomverse),Deathbird (Marvel)(Venomverse)
0,Deathlocket,Marvel,House of M,(Marvel)(House of M),Deathlocket (Marvel)(House of M)
0,Deathlok,Marvel,,(Marvel),Deathlok (Marvel)
0,Deathlok,Marvel,01 - Luther Manning,(Marvel)(01 - Luther Manning),Deathlok (Marvel)(01 - Luther Manning)
0,Deathlok,Marvel,02 - Robot,(Marvel)(02 - Robot),Deathlok (Marvel)(02 - Robot)
0,Deathlok,Marvel,03 - John Kelly,(Marvel)(03 - John Kelly),Deathlok (Marvel)(03 - John Kelly)
0,Deathlok,Marvel,04 - Michael Collins,(Marvel)(04 - Michael Collins),Deathlok (Marvel)(04 - Michael Collins)
0,Deathlok,Marvel,05 - Luther Manning,(Marvel)(05 - Luther Manning),Deathlok (Marvel)(05 - Luther Manning)
0,Deathlok,Marvel,06 - Jack Truman,(Marvel)(06 - Jack Truman),Deathlok (Marvel)(06 - Jack Truman)
0,Deathlok,Marvel,07 - Unit L17,(Marvel)(07 - Unit L17),Deathlok (Marvel)(07 - Unit L17)
0,Deathlok,Marvel,08 - Henry Hayes,(Marvel)(08 - Henry Hayes),Deathlok (Marvel)(08 - Henry Hayes)
0,Deathlok,Marvel,2055,(Marvel)(2055),Deathlok (Marvel)(2055)
0,Deathlok,Marvel,Earth-10014,(Marvel)(Earth-10014),Deathlok (Marvel)(Earth-10014)
0,Deathlok,Marvel,Earth-TRN193,(Marvel)(Earth-TRN193),Deathlok (Marvel)(Earth-TRN193)
0,Deathlok,Marvel,Movies,(Marvel)(Movies),Deathlok (Marvel)(Movies)
0,Deathlok,Marvel,Mutant X,(Marvel)(Mutant X),Deathlok (Marvel)(Mutant X)
0,Deathlok,Marvel,Ultimate,(Marvel)(Ultimate),Deathlok (Marvel)(Ultimate)
0,Deathraven,Marvel,,(Marvel),Deathraven (Marvel)
0,Deathstorm,Marvel,,(Marvel),Deathstorm (Marvel)
0,Deathstrike,Marvel,Mangaverse,(Marvel)(Mangaverse),Deathstrike (Marvel)(Mangaverse)
0,Deathstrike,Marvel,Ultimate,(Marvel)(Ultimate),Deathstrike (Marvel)(Ultimate)
0,Deathstroke,Marvel,,(Marvel),Deathstroke (Marvel)
0,Deathtrap,Marvel,,(Marvel),Deathtrap (Marvel)
0,Deathurge,Marvel,,(Marvel),Deathurge (Marvel)
0,Deathwatch,Marvel,,(Marvel),Deathwatch (Marvel)
0,Deathwatcher,Marvel,,(Marvel),Deathwatcher (Marvel)
0,Deathwish,Marvel,,(Marvel),Deathwish (Marvel)
0,Simone DeBouvier,Marvel,,(Marvel),Simone DeBouvier (Marvel)
0,Decay,Marvel,,(Marvel),Decay (Marvel)
0,Decay,Marvel,,(Marvel),Decay (Marvel)
0,December,Marvel,2099,(Marvel)(2099),December (Marvel)(2099)
0,Decibel,Marvel,,(Marvel),Decibel (Marvel)
0,Ded,Marvel,,(Marvel),Ded (Marvel)
0,Benjamin Deeds,Marvel,,(Marvel),Benjamin Deeds (Marvel)
0,Defender,Marvel,,(Marvel),Defender (Marvel)
0,Deimos,Marvel,,(Marvel),Deimos (Marvel)
0,Deke,Marvel,01 - Bar Owner,(Marvel)(01 - Bar Owner),Deke (Marvel)(01 - Bar Owner)
0,Deke,Marvel,02 - Hawkeye tenant,(Marvel)(02 - Hawkeye tenant),Deke (Marvel)(02 - Hawkeye tenant)
0,Delgado,Marvel,,(Marvel),Delgado (Marvel)
0,Delphi,Marvel,01 - Pantheon,(Marvel)(01 - Pantheon),Delphi (Marvel)(01 - Pantheon)
0,Delphi,Marvel,02 - Genoshan,(Marvel)(02 - Genoshan),Delphi (Marvel)(02 - Genoshan)
0,Delphi,Marvel,03 - Morlock,(Marvel)(03 - Morlock),Delphi (Marvel)(03 - Morlock)
0,Delphine Courtney,Marvel,,(Marvel),Delphine Courtney (Marvel)
0,Delphinia,Marvel,,(Marvel),Delphinia (Marvel)
0,Vee,Marvel,,(Marvel),Vee (Marvel)
0,Deluge,Marvel,,(Marvel),Deluge (Marvel)
0,Deluge,Marvel,,(Marvel),Deluge (Marvel)
0,Demeter,Marvel,,(Marvel),Demeter (Marvel)
0,Demiurge,Marvel,01 - Elder God,(Marvel)(01 - Elder God),Demiurge (Marvel)(01 - Elder God)
0,Demiurge,Marvel,02 - William Kaplan,(Marvel)(02 - William Kaplan),Demiurge (Marvel)(02 - William Kaplan)
0,Demogoblin,Marvel,N'Astirh,(Marvel)(N'Astirh),Demogoblin (Marvel)(N'Astirh)
0,Demon,Marvel,01 - Minion of Mordo,(Marvel)(01 - Minion of Mordo),Demon (Marvel)(01 - Minion of Mordo)
0,The,Marvel,02 - Witch Doctor,(Marvel)(02 - Witch Doctor),The (Marvel)(02 - Witch Doctor)
0,Demona,Marvel,,(Marvel),Demona (Marvel)
0,Dempsey,Marvel,,(Marvel),Dempsey (Marvel)
0,Dennis,Marvel,,(Marvel),Dennis (Marvel)
0,Paul Dennis,Marvel,Ultimate,(Marvel)(Ultimate),Paul Dennis (Marvel)(Ultimate)
0,Densitor,Marvel,Ultimate,(Marvel)(Ultimate),Densitor (Marvel)(Ultimate)
0,Densuke,Marvel,,(Marvel),Densuke (Marvel)
0,Denton,Marvel,,(Marvel),Denton (Marvel)
0,Luna DePaula,Marvel,,(Marvel),Luna DePaula (Marvel)
0,Depth Charge,Marvel,,(Marvel),Depth Charge (Marvel)
0,Derek,Marvel,,(Marvel),Derek (Marvel)
0,Dernier,Marvel,Movies,(Marvel)(Movies),Dernier (Marvel)(Movies)
0,Dack Derringer,Marvel,,(Marvel),Dack Derringer (Marvel)
0,Dervish,Marvel,,(Marvel),Dervish (Marvel)
0,Desak,Marvel,,(Marvel),Desak (Marvel)
0,Desak,Marvel,Earth-3515,(Marvel)(Earth-3515),Desak (Marvel)(Earth-3515)
0,Desert Ghost,Marvel,2099,(Marvel)(2099),Desert Ghost (Marvel)(2099)
0,Sheila DeSoto,Marvel,,(Marvel),Sheila DeSoto (Marvel)
0,Destiny,Marvel,,(Marvel),Destiny (Marvel)
0,Destiny,Marvel,,(Marvel),Destiny (Marvel)
0,Destiny,Marvel,,(Marvel),Destiny (Marvel)
0,Destiny,Marvel,Age of Apocalypse,(Marvel)(Age of Apocalypse),Destiny (Marvel)(Age of Apocalypse)
0,Destiny,Marvel,Earth-5423,(Marvel)(Earth-5423),Destiny (Marvel)(Earth-5423)
0,Destiny,Marvel,Years of Future Past,(Marvel)(Years of Future Past),Destiny (Marvel)(Years of Future Past)
0,Destroyer,Marvel,01 - Keen Marlow,(Marvel)(01 - Keen Marlow),Destroyer (Marvel)(01 - Keen Marlow)
0,Destroyer,Marvel,02 - Charles Stanton,(Marvel)(02 - Charles Stanton),Destroyer (Marvel)(02 - Charles Stanton)
0,Destroyer,Marvel,03 - Asgardian,(Marvel)(03 - Asgardian),Destroyer (Marvel)(03 - Asgardian)
0,Destroyer,Marvel,04 - Brian Falsworth,(Marvel)(04 - Brian Falsworth),Destroyer (Marvel)(04 - Brian Falsworth)
0,Destroyer,Marvel,05 - Roger Aubrey,(Marvel)(05 - Roger Aubrey),Destroyer (Marvel)(05 - Roger Aubrey)
0,Destroyer,Marvel,06 - Alex Power,(Marvel)(06 - Alex Power),Destroyer (Marvel)(06 - Alex Power)
0,Destroyer,Marvel,07 - Jack Power,(Marvel)(07 - Jack Power),Destroyer (Marvel)(07 - Jack Power)
0,Destroyer,Marvel,08 - Dominicus Pierce,(Marvel)(08 - Dominicus Pierce),Destroyer (Marvel)(08 - Dominicus Pierce)
0,Destroyer,Marvel,09 - Darius,(Marvel)(09 - Darius),Destroyer (Marvel)(09 - Darius)
0,Destroyer,Marvel,Adventures,(Marvel)(Adventures),Destroyer (Marvel)(Adventures)
0,Destroyer,Marvel,Earth-3515,(Marvel)(Earth-3515),Destroyer (Marvel)(Earth-3515)
0,Destroyer,Marvel,Movies,(Marvel)(Movies),Destroyer (Marvel)(Movies)
0,Destroyer,Marvel,Thors,(Marvel)(Thors),Destroyer (Marvel)(Thors)
0,Destroyer,Marvel,Zombies,(Marvel)(Zombies),Destroyer (Marvel)(Zombies)
0,Destructor,Marvel,01-Kerwin Korman,(Marvel)(01-Kerwin Korman),Destructor (Marvel)(01-Kerwin Korman)
0,Destructor,Marvel,02-Unknown,(Marvel)(02-Unknown),Destructor (Marvel)(02-Unknown)
0,Detective Li,Marvel,,(Marvel),Detective Li (Marvel)
0,Detonator,Marvel,Ultimate,(Marvel)(Ultimate),Detonator (Marvel)(Ultimate)
0,Detroit Steel,Marvel,01-Doug Johnson III,(Marvel)(01-Doug Johnson III),Detroit Steel (Marvel)(01-Doug Johnson III)
0,Detroit Steel,Marvel,02-Sasha Hammer,(Marvel)(02-Sasha Hammer),Detroit Steel (Marvel)(02-Sasha Hammer)
0,Deus Ex Machina,Marvel,,(Marvel),Deus Ex Machina (Marvel)
0,Devastator,Marvel,01 - Kirov Petrovna,(Marvel)(01 - Kirov Petrovna),Devastator (Marvel)(01 - Kirov Petrovna)
0,Devastator,Marvel,02 - Gregori Larionov,(Marvel)(02 - Gregori Larionov),Devastator (Marvel)(02 - Gregori Larionov)
0,Devastator,Marvel,03 - Ascendents,(Marvel)(03 - Ascendents),Devastator (Marvel)(03 - Ascendents)
0,Devil,Marvel,,(Marvel),Devil (Marvel)
0,The Devil,Marvel,Secret Wars,(Marvel)(Secret Wars),The Devil (Marvel)(Secret Wars)
0,Devil Dinosaur,Marvel,Adventures,(Marvel)(Adventures),Devil Dinosaur (Marvel)(Adventures)
0,Devil Dinosaur,Marvel,Animated,(Marvel)(Animated),Devil Dinosaur (Marvel)(Animated)
0,Devil Dinosaur,Marvel,Earth-78411,(Marvel)(Earth-78411),Devil Dinosaur (Marvel)(Earth-78411)
0,Devil Dinosaur,Marvel,Spider-Gwen,(Marvel)(Spider-Gwen),Devil Dinosaur (Marvel)(Spider-Gwen)
0,Devil Dinosaur Robot,Marvel,,(Marvel),Devil Dinosaur Robot (Marvel)
0,Devil Girl,Marvel,,(Marvel),Devil Girl (Marvel)
0,Devil Spider,Marvel,,(Marvel),Devil Spider (Marvel)
0,Slayer,Marvel,01 - Eric Payne,(Marvel)(01 - Eric Payne),Slayer (Marvel)(01 - Eric Payne)
0,Slayer,Marvel,02 - Daniel Sylva,(Marvel)(02 - Daniel Sylva),Slayer (Marvel)(02 - Daniel Sylva)
0,Devlor,Marvel,,(Marvel),Devlor (Marvel)
0,Devos the Devastator,Marvel,,(Marvel),Devos the Devastator (Marvel)
0,Max Devreaux,Marvel,,(Marvel),Max Devreaux (Marvel)
0,Adeline Bethesma DeWinter,Marvel,,(Marvel),Adeline Bethesma DeWinter (Marvel)
0,Jean DeWolff,Marvel,Spider-Gwen,(Marvel)(Spider-Gwen),Jean DeWolff (Marvel)(Spider-Gwen)
0,Dex,Marvel,01 - Morlun's aid,(Marvel)(01 - Morlun's aid),Dex (Marvel)(01 - Morlun's aid)
0,Dex,Marvel,02,(Marvel)(02),Dex (Marvel)(02)
0,Colonel Frank Dexter,Marvel,,(Marvel),Colonel Frank Dexter (Marvel)
0,Phil Dexter,Marvel,,(Marvel),Phil Dexter (Marvel)
0,Rhomann Dey,Marvel,Movies,(Marvel)(Movies),Rhomann Dey (Marvel)(Movies)
0,Rajani Dhama,Marvel,,(Marvel),Rajani Dhama (Marvel)
0,Diablo,Marvel,01 - Esteban de Ablo,(Marvel)(01 - Esteban de Ablo),Diablo (Marvel)(01 - Esteban de Ablo)
0,Diablo,Marvel,02 - monster,(Marvel)(02 - monster),Diablo (Marvel)(02 - monster)
0,Diablo,Marvel,03 - Santerian,(Marvel)(03 - Santerian),Diablo (Marvel)(03 - Santerian)
0,Diablo,Marvel,04 - grizzly,(Marvel)(04 - grizzly),Diablo (Marvel)(04 - grizzly)
0,Diablo,Marvel,Adventures,(Marvel)(Adventures),Diablo (Marvel)(Adventures)
0,Diablo,Marvel,Age of Apocalypse,(Marvel)(Age of Apocalypse),Diablo (Marvel)(Age of Apocalypse)
0,Diablo,Marvel,Ultimate,(Marvel)(Ultimate),Diablo (Marvel)(Ultimate)
0,Diablo,Marvel,Zombies,(Marvel)(Zombies),Diablo (Marvel)(Zombies)
0,Diabolique,Marvel,,(Marvel),Diabolique (Marvel)
0,Diamond,Marvel,,(Marvel),Diamond (Marvel)
0,Diamond,Marvel,House of M,(Marvel)(House of M),Diamond (Marvel)(House of M)
0,Diamond,Marvel,Zombies,(Marvel)(Zombies),Diamond (Marvel)(Zombies)
0,Diamond Lil,Marvel,,(Marvel),Diamond Lil (Marvel)
0,Diamond Lil,Marvel,Days of Future Now,(Marvel)(Days of Future Now),Diamond Lil (Marvel)(Days of Future Now)
0,Diamondback,Marvel,01 - Willis Stryker,(Marvel)(01 - Willis Stryker),Diamondback (Marvel)(01 - Willis Stryker)
0,Diamondback,Marvel,02 - Rachel Leighton,(Marvel)(02 - Rachel Leighton),Diamondback (Marvel)(02 - Rachel Leighton)
0,Diamondback,Marvel,03 - LMD,(Marvel)(03 - LMD),Diamondback (Marvel)(03 - LMD)
0,Diamondback,Marvel,04 - Debbie Bertrand,(Marvel)(04 - Debbie Bertrand),Diamondback (Marvel)(04 - Debbie Bertrand)
0,Diamondback,Marvel,House of M,(Marvel)(House of M),Diamondback (Marvel)(House of M)
0,Diamondback,Marvel,Mangaverse,(Marvel)(Mangaverse),Diamondback (Marvel)(Mangaverse)
0,Diamondback,Marvel,Ultimate,(Marvel)(Ultimate),Diamondback (Marvel)(Ultimate)
0,Diamondhead,Marvel,,(Marvel),Diamondhead (Marvel)
0,Diamondhead,Marvel,Adventures,(Marvel)(Adventures),Diamondhead (Marvel)(Adventures)
0,Diana,Marvel,,(Marvel),Diana (Marvel)
0,Dice,Marvel,,(Marvel),Dice (Marvel)
0,Dicky,Marvel,,(Marvel),Dicky (Marvel)
0,Diesel,Marvel,,(Marvel),Diesel (Marvel)
0,Digger,Marvel,01 - Roderick Krupp,(Marvel)(01 - Roderick Krupp),Digger (Marvel)(01 - Roderick Krupp)
0,Digger,Marvel,02 - Outcasts,(Marvel)(02 - Outcasts),Digger (Marvel)(02 - Outcasts)
0,Digger,Marvel,03 - The Vegas Thirteen,(Marvel)(03 - The Vegas Thirteen),Digger (Marvel)(03 - The Vegas Thirteen)
0,Digit,Marvel,,(Marvel),Digit (Marvel)
0,Dimitri,Marvel,,(Marvel),Dimitri (Marvel)
